"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"DLA GRACZY_i5 9400F_16G_GTX 1650 SUPER_SSD_RGB";"2 549.00 zł";"2999.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-gtx-1650-super-ssd-rgb-9775500814";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"6";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16GB_RTX 2060_SSD_RGB";"3 499.00 zł";"4299.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16gb-rtx-2060-ssd-rgb-9788025508";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"20";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"DLA GRACZY_i5 9400F_16G_GTX 1650 4G GDDR6_SSD_RGB";"2 399.00 zł";"3299.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-gtx-1650-4g-gddr6-ssd-rgb-9842607099";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"9";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"Komputer 7gen 10 rdzeni R7 SSD 480 16GB LG22 Win10";"2 149.00 zł";"2650.00 zł";"https://allegro.pl/oferta/komputer-7gen-10-rdzeni-r7-ssd-480-16gb-lg22-win10-7939096367";"120 GB;240 GB;480 GB;1000 GB;4 GB;8 GB;16 GB";"1";"4.56(9 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):10 kg; Monitor:LED; Dołączone oprogramowanie:Windows 10 Proffesional 64 bit; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:Ryzen 5 3400G; Taktowanie maksymalne procesora:4200 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI HDMI VGA (D-Sub); Producent płyty głównej:Gigabyte; Model płyty głównej:A320M-S2H; Gniazda rozszerzeń:PCI PCIe 3.0/2.0 x16 SATA II (3 GB/s) SATA III (6 GB/s) inne; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) inne; "
"DLA GRACZY_i5 9400F_16G_RTX 2070 SUPER_SSD_RGB";"4 149.00 zł";"4499.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-rtx-2070-super-ssd-rgb-9775619417";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"10";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16G_RX 5700 XT 8GB_SSD_RGB";"3 999.00 zł";"5199.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16g-rx-5700-xt-8gb-ssd-rgb-9819275551";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"12";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER I5 16GB 120SSD 500HDD GT 1030 W10";"1 149.00 zł";"1699.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i5-16gb-120ssd-500hdd-gt-1030-w10-8846170648";"120 GB;240 GB;500 GB;512 GB;620 GB;1000 GB;1240 GB;1512 GB;8 GB;16 GB";"47";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:HP 6300; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5-3570; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD + SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI; Gniazda rozszerzeń:PCI PCIe 2.0 x1 PCIe 3.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER 12Rdzeni RYZEN 3 120SSD RADEON 16";"1 499.00 zł";"1799.00 zł";"https://allegro.pl/oferta/komputer-do-gier-12rdzeni-ryzen-3-120ssd-radeon-16-8359433650";"without";"45";"4.90(20 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:STRADUS ZEN; Waga (z opakowaniem):10 kg; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:Ryzen 3200G; Taktowanie maksymalne procesora:4 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Chipset płyty głównej:AMD A320; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER i5 8gb GTX 1050Ti SSD480 W10 24''";"2 299.00 zł";"2999.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-i5-8gb-gtx-1050ti-ssd480-w10-24-9726092602";"without";"5";"4.50(2 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Wysokość produktu:35.9 cm; Głębokość produktu:35.2 cm; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i5-2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.1 typ A mini jack 35 (audio); "
"Zestaw Pro Gracza! i7 RX580-8GB RAM-16GB SSD";"3 529.00 zł";"5799.00 zł";"https://allegro.pl/oferta/zestaw-pro-gracza-i7-rx580-8gb-ram-16gb-ssd-9048407246";"LED;brak;HDD;SSD";"88";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Waga produktu:8 kg; Waga (z opakowaniem):10 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"Komputer do GIER! Intel i7 GTX 1660 SUPER 16GB";"3 299.00 zł";"5299.00 zł";"https://allegro.pl/oferta/komputer-do-gier-intel-i7-gtx-1660-super-16gb-9648945385";"LED;brak;HDD;SSD";"146";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Waga produktu:14 kg; Waga (z opakowaniem):17 kg; Monitor:brak; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Chipset płyty głównej:Intel H310; Złącza zewnętrzne płyty głównej:USB 2.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Zestaw DO GIER i5 GT1030 16G MONITOR 22 Win10 WiFi";"2 549.00 zł";"2999.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-i5-gt1030-16g-monitor-22-win10-wifi-9048599149";"120 GB;240 GB;480 GB;8 GB;16 GB";"64";"5.00(4 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:STRADUS Core i5; Waga (z opakowaniem):10 kg; Monitor:LED; Moc zasilacza:500 W; Komunikacja:Wi-Fi LAN 10/100 Mbps; Seria procesora:Intel Core i5; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45; Typ obudowy:Mini Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Komputer do GIER i PRACY! i5 GTX 1650 8GB SSD";"1 890.00 zł";"3199.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i-pracy-i5-gtx-1650-8gb-ssd-9808876242";"HDD;SSD;8 GB;16 GB";"100";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:GZi51650S; Waga (z opakowaniem):10 kg; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Pojemność dysku:480 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16G_RTX 2060 SUPER_SSD_RGB";"3 899.00 zł";"4899.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16g-rtx-2060-super-ssd-rgb-9788044361";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"10";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"Zestaw PC do GIER i5 16GB 500GB +120GB SSD WIN10";"1 199.00 zł";"2499.00 zł";"https://allegro.pl/oferta/zestaw-pc-do-gier-i5-16gb-500gb-120gb-ssd-win10-9420629038";"620 GB;740 GB;980 GB;8 GB;16 GB";"398";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:inny; Monitor:LCD; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD + SSD; Pojemność dysku:620 GB; Typ obudowy:Inna; "
"DO GIER 12 RDZENI 3200G_Vega 8 _8GB _SSD_WiFi";"1 349.00 zł";"1600.00 zł";"https://allegro.pl/oferta/do-gier-12-rdzeni-3200g-vega-8-8gb-ssd-wifi-9003902538";"without";"8";"4.82(11 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):10 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 10 Home Windows 10 Professional; Model procesora:Ryzen 3 3200G; Taktowanie maksymalne procesora:3.6 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:PCIe typ M.2; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Gniazda rozszerzeń:PCIe 2.0 x1 PCIe 3.0 x16 SATA III (6 GB/s) M.2 inne; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"HP 6305 2x36GHz 4GB DDR3 250GB SATA Win10 +Office";"269.00 zł";"599.00 zł";"https://allegro.pl/oferta/hp-6305-2x3-6ghz-4gb-ddr3-250gb-sata-win10-office-8948094683";"128 GB;250 GB;256 GB;480 GB;500 GB;1000 GB;2000 GB;4 GB;8 GB;16 GB";"306";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:HP Compaq Pro 6305 Microtower; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD A6-5400; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Liczba wszystkich slotów RAM:4; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza karty graficznej:DisplayPort VGA (D-Sub); Producent płyty głównej:MSI; Chipset płyty głównej:inny; Gniazda rozszerzeń:PCIe 2.0 x1 PCIe 2.0 x4 PCIe 3.0/2.0 x16; Typ obudowy:Micro Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER INTEL i5 GEFORCE 16GB W10 + MONITOR";"1 890.00 zł";"3199.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-intel-i5-geforce-16gb-w10-monitor-9812837723";"8 GB;16 GB";"198";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:GZi51030P16; Waga (z opakowaniem):14 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Taktowanie bazowe procesora:3.1 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Złącza karty graficznej:DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Komputer do GIER i PRACY! Intel i5 GTX 1650 8GB";"1 790.00 zł";"3099.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i-pracy-intel-i5-gtx-1650-8gb-9808849997";"HDD;SSD;8 GB;16 GB";"100";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:GZi51650N; Waga (z opakowaniem):10 kg; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Chipset karty graficznej:GeForce GTX 1650; Chłodzenie karty graficznej:aktywne; Złącza karty graficznej:DisplayPort DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 5 3600_16G_RTX 2080 SUPER_SSD_RGB";"5 499.00 zł";"6499.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-5-3600-16g-rtx-2080-super-ssd-rgb-9811412280";"GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT";"10";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 3600; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER INTEL i5 GEFORCE 8GB W10 + MONITOR";"1 790.00 zł";"3099.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-intel-i5-geforce-8gb-w10-monitor-9812636065";"8 GB;16 GB";"200";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:GZi51030P; Waga (z opakowaniem):14 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Złącza karty graficznej:DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"DLA GRACZY_i5 9400F_16G_RTX 2060_SSD_RGB";"3 199.00 zł";"3999.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-rtx-2060-ssd-rgb-9775580114";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"9";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER DELL 7010 i7-2600 16GB SSD240 W10";"1 099.00 zł";"1399.00 zł";"https://allegro.pl/oferta/komputer-dell-7010-i7-2600-16gb-ssd240-w10-7668405072";"without";"2";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:7010; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:i7-2600; Taktowanie bazowe procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:240 GB; Złącza karty graficznej:DisplayPort VGA; Typ obudowy:Inna; "
"Komputer Gamer 2019 Radeon R7 16GB LG 22 Win10";"2 049.00 zł";"2600.00 zł";"https://allegro.pl/oferta/komputer-gamer-2019-radeon-r7-16gb-lg-22-win10-7939030910";"120 GB;240 GB;480 GB;1000 GB;4 GB;8 GB;16 GB";"11";"5.00(4 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):10 kg; Monitor:LED; Dołączone oprogramowanie:Windows 10 Proffesional 64 bit; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:Ryzen 5 3400G; Taktowanie maksymalne procesora:4200 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI HDMI VGA (D-Sub); Producent płyty głównej:Gigabyte; Model płyty głównej:A320M-S2H; Gniazda rozszerzeń:PCI PCIe 3.0/2.0 x16 SATA II (3 GB/s) SATA III (6 GB/s) inne; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) inne; "
"GAMINGOWY_RYZEN 5 3600_16G_RTX 2070 SUPER_SSD_RGB";"4 599.00 zł";"6199.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-5-3600-16g-rtx-2070-super-ssd-rgb-9811390324";"GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT";"22";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 3600; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER GAMINGOWY RYZEN 12RDZENI RADEON 16GB +SSD";"1 819.00 zł";"1999.00 zł";"https://allegro.pl/oferta/komputer-gamingowy-ryzen-12rdzeni-radeon-16gb-ssd-8320936097";"without";"467";"5.00(8 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:GAMER PRO 3200G 16GB; Waga (z opakowaniem):7 kg; Monitor:brak; Moc zasilacza:500 W; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Seria procesora:AMD Ryzen; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:HDD + SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:brak informacji; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI VGA (D-Sub); Chipset płyty głównej:inny; Gniazda rozszerzeń:PCIe 1.0 x1 PCIe 1.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
